@relation 'Reviews'
@attribute Text string
@attribute class-att {0,1}
@data
'being 90s child i truly enjoyed show i proudly say i enjoyed big time even classical wb cartoons',1
'but tiny toons kept 90s vibe delivered one popular funny underrated cartoons ever created',1
'the memories murky i say i enjoyed every single episode product related show',1
'easily none cartoon made laugh tender way before getting dark sitcoms oriented teenagers',1
'the characters funny peculiarity true lead character',1
'every single character hilarious deserved called lead',1
'every element story top excessively phony contrived painful sit through',0
'her lines seem written fifteen year old though trying oh so hard sound like fifteen year old would really um know well talk',0
'perabo nice energy level obviously comfortable front camera',1
'there simply excuse something poorly done',0
'i saw movie i thought stupid movie',0
'what even stupid thought idea volcano los angeles',0
'to honest you unbelievable nonsense foolish',0
'in conclusion i bother movie volcano los angeles nothing nonsense',0
'the story line awful',0
'its painful',0
'and accents absolutely abysmal',0
'theres also enough hypocrisy film make vomit',0
'dont waste time watching rubbish nonresearched film',0
'i believe pitch black done well',1
'the characters interesting want find longer movie goes on i think people surprised make it',1
'go watch it',1
'omit watching this',0
'very funny',1
'my rating 3 10',0
'the characters interesting really care them',1
'an instant classic great soundtrack catchy song ending credits',1
'dont miss it',1
'this masterful piece filmmaking many themes simmering occasionally boiling warts study poets bohemian selfindulgent wartime years span aerial bombardments london outward tranquillity welsh coastal retreat  borderlines friendship lust love dedication art experience versus practical concerns jealousy rivalry cowardice egotism versus heroism selfsacrifice more',1
'a mature subtle script suggests occasionally brings dramatic focus underlying tensions well served perfect performances apart odd inappropriate smiling keira knightley prone to though perhaps direction time characters often mention it',1
'but exquisite visual composition moment inventive elegant use closeup camera angle lighting including pointillistic faux home movie footage wonder joy behold',1
'its continuously beautiful look bertolucci relationships convincing narrative engaging masters work',1
'the basic premise wasted since sidelined inexplicable focus documentary crew',0
'regardless film fails levels',0
'avoid costs',0
'i saw film christmas great film was',1
'i thought errol flynn brilliant custer since become favourite actor',1
'his acting alongside olivia de havilland brilliant ending fantastic',1
'i always known errol flynn brilliant actor dads favourite actor i grew watching films child',1
'but i watched film i realised great actually was',1
'ill give film 10 10',1
'i know jim oconnor energetic nobody could much him george well dull',0
'he really seem want hosting voiceovers monotonous get involved guests',0
'lovely little thriller hitchcock lots nice shenanigans surrounding murdered spy kidnapped child nasty church foreign plot random taxidermists',1
'jimmy stewart ever great hero hitchcock story rips along cool climax embassy function lacks brooding menace hitchcocks black white lowbudget original',1
'nevertheless yet another wonderful film great masters stable',1
'i say film excellently produced tops ratings typical sci fi film',1
'excellently produced one scifis best producers scot vandiver ',1
'but entertaining nonetheless',1
'its campy sort film thats joy watch',1
'theres barely boring moment film plenty humorous parts',1
'the cast always entertaining usual',1
'overall delight',1
'this movie mindbendingly awful even created',0
'the film lacks real scares tension  medical terminology used throughout bit iffy say least  i say insulin dependant diabetic myself',0
'the least said acting better',0
'this movie excellent job revealing complexity task incredible challenges facing south africa',1
'i believe every one see movie i think people outside south africa understand past attempted truth reconciliation process',1
'nothing short magnificent photographycinematography film',1
'the acting fantastic stories seamlessly woven together dogs splendid a must rent view see',1
'dont afraid subtitles worth little aversion therapy 1010',1
'excellent performance',1
'there still good actors around',1
'also great directing photography',1
'very true shakespear must shakespear fans',1
'macbeth jason connery moved tears final monolog out brief candle outhe gave sphere moral decay dark forces human face makes interesting',1
'helen baxendale credible lady macbeth cheerfull times sometimes looks like naughty girl deadly taste blood evil',1
'if love death decay shakespears lyrics one',1
'this witty delightful adaptation dr seuss book brilliantly animated upas finest thoroughly deserving academy award',1
'special mention made superb music score sound effects integral element helping make memorable enjoyable cartoon',1
'however paul schrader indeed made film about mishima superb  complex',1
'also notable john baileys fine crisp beautifully colored cinematography great production design  costumes eiko ishioka went memorable costumes coppolas dracula received well deserved oscar',1
'even allowing poor production values time 1971 format some kind miniseries baaaaaad',0
'unless visually collect extant films austens work skip one',0
'if watch it however small consolations the actresses playing annes sisters wonderful job roles',1
'it good',0
'speaking music unbearably predictably kitchy',0
'then film dropped ball',0
'this stunning movie',1
'raw sublimely moving',1
'it felt like gripping intelligent stage play but without overly theatrical feeling one actually gets watching people stage plays everyones terror white lie escalating monstrous consequences',1
'all main players mesmerising',1
'tom wilkinson broke heart end everyone elses judging amount fumbling hankies hands going faces among males females alike',1
'julian fellowes triumphed again',1
'hes national treasure',1
'go and see it',1
'this excellent film',1
'the aerial scenes welldone',1
'it also right balance war love',1
'the film gives meaning phrase never history human conflict much owed many few',1
'kris kristoffersen good movie really makes difference',1
'a good film great director',1
'this definitely one better documentaries i seen looking family relationships marriage',1
'there many continuity errors one user commented different cars garage joes glassesthe one got fact joes facial hair configuration seemed change scene scene',0
'this great movie',1
'10 10 stars',1
'i cant see movie inspiration anyone come overcome fear rejection',0
'its bad actually worth seeing reason',0
'punishment park brilliant piece cinema',1
'shot southern california desert using patent faux documentary style watkins creates film like other',1
'this one peter watkins accessible films',1
'i advise look it',1
'you wont regret it',1
'highly recommended a',1
'well just keep thinking bad is',0
'its mediocre miserable hollow laughable predictable piece garbage',0
'its case so bad laughable',0
' bad performance plays angela bennett computer expert home time',0
'it film nothing pretext show ridiculous action scenes',0
'how awful is',0
'but still bad actress repeating robotic face moves pictures',0
'the results well shame',0
'delete film mind',0
'one worst shows time',0
'the show would begin smart ass ed comments would totally wall uncalled for',0
'the fat computer geek unbelievable bible thumper badass girl actors',0
'never heard except cole totally unbelievable part',0
'every time opened mouth expect hear you see kids pulling plug mercy killing horrible show',0
'the stories unbelievable actors',0
'lame would best way describe it',0
'stanwyck morgan perfectly cast is many ways modern equivalent dickens christmas carol sensibility',1
'the success film depends casting sydney greenstreet alexander yardley character',1
'the attractive set used throughout film eyepleasing gem',1
'im big fan rpg games too movie disgrace selfrespecting rpger is',0
'the lines cuts audio everything wrong',0
'you find better movies youtube',0
'top line dont waste time money one bad comes',0
'a lassie movie put sleep forever',0
'thats id describe painfully dreary timewaster film',0
'so mediocre every aspect becomes dull uninteresting mess one forgettable movies ive seen',0
'it even achievement sobaditsgood sobaditsmemorable movie',0
'its empty hollow shell movie',0
'seriously worth wasting your kids time on',0
'avoid avoid avoid',0
'it drive barking mad',0
'the transfers good',1
'very nice relaxing late night viewing',1
'the movie full wonderful dancing hence title',1
' great music terrific scenery',1
'it handles tough issues dignity grace and course shocking spoiler here',1
' happy wonderful feel good ending',1
'the point journey journey touches every member family',1
'its one movies i need see whenever comes tvnever mind fact i already memorized',1
'nothing new there',0
'that done second movie',0
'the movie almost action scenes little comedy',0
'the plot holes pair fishnet stockings direction editing astonishingly ham fisted',0
'what earth irons film',0
'i saw film i recommend it',1
'it good plot holds complete attention acting superb tom wilkinson fantastic emily watson also good',1
'a good film indeed great unconditional love',1
'tom wilkinsons character man prepared ordeal begin takes matter hand story progresses great actor gives performance makes feel characters anguish suffering',1
'emily watsons character strong give quick glance understand everything',1
'despite pans reviewers i liked movie',1
'in fact i liked better interview with vampire i liked lestat stuart townsend better cruises attempt',1
'aailiyah pretty good akasha places compelling her first entrance mini dance scene',1
'im big fan series mostly due anne rices style sensitivities treatments',1
'i guess i liked details dysfunctionhe believable',1
'the football scenes end perplexing',0
'but i thought acting skilled',1
'meredith m better right',1
'a charming film wonderful sentiment heart',1
'it rare filmmaker takes time tell worthy moral tale care love fall trap overly syrupy indulgent',1
'nine ten truly lovely film',1
'this early film future goremeister lucio fulci good addition giallo subgenre',1
'this one best italian thrillers early 70s',1
'a standout scene',1
'this scene strong unpleasant',0
'technically film well made impressive camerawork solid acting effective music riz ortolani � particularly good recurring unaccompanied female vocal sounds like coming distant hill',1
'its still wild stuff though highly recommended fans giallo cinema',1
'the movie interesting beginning end',1
'i liked way dustin hoffmans character ready everything stay son',1
'this movie also revealing',1
'personally i think shows people learn find compromise self without involving people issue',1
'and boring',0
'i tired clich�s lazy writing come thick fast',0
'ps scene movie cool central character finds room blown up',1
'its fresh subtle rather sublime effect',1
'an italian reviewer called a small great film thats right',1
'all actors give wonderful performance especially jennifer rubin jamie harris changes nervous starlet beginning strange events part cool star',1
'you learn lot real inside emotions people movie lot movie business itself',1
'the movie movie situations beginning game played acting coach fascinating',1
'also music mark snow possibly best score ive ever heard',1
'you forget movie',1
'why film made',0
'the film ultracheap look it',0
'the result film look right',0
'none engaging exciting',0
'the plot nonsense interest slightest way uniqueness it',0
'the foreigner worth one second time',0
'i saw child tv back 1973 the stranger i loved it',1
'but duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronauts biggest fear crashed ussr',1
'this movie awesome',1
'i loved it really scary',1
'i love scream movies horror movies one ranks way there',1
'if want real scare rent one',1
'1010',1
'this extraordinary film',1
'as courtroom drama compelling indictment american justice system frightening',1
'this film highlights fundamental flaws legal process discovering guilt innocence rather presents better court',1
'the film well paced understated one best courtroom documentaries ive seen',1
'this mostly routine factbased tv drama gets boost fine performance cole',1
'predictable bad watch',1
'it clear range ability pull part',1
'she carries movie well',1
'constantine gives everything right intensity seems good understanding underlying psychological motivations',1
'it wonderful inspiring watch i hope gets released video dvd',1
'how piece trash ever released beyond me acting story characters supposedly special effects etcits all wrong',0
'in fact stinker smells like directtovideo release',0
'avoid all costs',0
'star trek v the final frontier worst series',0
'the acting involved includes like shatner nimoy bad washed making seem old look real life special effects tacky like spock rescue kirk jet pack falls mountain',0
'the attempts humor pitiful story awful dosent bear thinking basically involves vulcan stealing enterprise find god seriously i care film oh mention uhura belly dance distract male guards',0
'the place good film garbage',0
'the worst one series',0
'editing the editing film phenomenal opinion',1
'when song could explain emotions subjects better jay adams unfortunate life subject talk song old man neil young played evokes many emotions',1
'cinematography the film shot interesting way',1
'of course footage 70s grainy enhanced film',1
'this film offers many delights surprises',1
'when achille philippa beautifully sing duet don giovanni perfectly describes situation movie appreciate subtle layers excellent film',1
'the story unfolds 18th century jutland use period music played period instruments one fine touch',1
'you share general loewenhielms exquisite joy partaking cailles en sarcophage even though watching movie  wish small sample savor',1
'but understated film leaves lasting impression',1
'the warmth generates contrast austere backdrop',1
'you leave theater wanting go dance stars',1
'the acting expect cast top notch',1
'the characters fleshed surprisingly well particularly grimes blake actors deliver sharply scripted lines right amount deadpan tongue cheek make dialogue hilarious realistic',1
'angus scrimm also turns good performance somewhat brief memorable role gently menacing violinplaying anatomist doctor quinn',1
'conclusion  i loved it',1
'its long time since i entertained movie',1
'i struggle find anything bad say it',1
'mark words one cult films like evil dead 2 phantasm people still discovering falling love 20 30 40 years line',1
'its pretty surprising wonderful film made 1949 hollywood generally collective heads sand concerning black white issues time',1
'the film deserves strong kudos taking stand exceptional acting mostly lesserknown cast superintelligent script insult audience take easy way comes white racism',1
'plus movies rather modest budget fast running time amazing job',1
'juano hernandez an exceptional actor played supporting roles many films era proud black man accused murdering white man south',1
'trumbull i love lucy',1
'see kids chanceit open amazing dialog far race relations come last 50 years',1
'see films can',1
'it year however reminded us huston still top game evinced faithful adaptation james joyces acclaimed novella the dead',1
'feelings thoughtsgabriels discomfort danceall intangibles leap life come within viewers grasp hustons portrayal',1
'very disappointed wondered could oscar shortlist',0
'its slow',0
'lot holes plot theres nothing became emperor nothing spend 20 years childhood mature age',0
' dont waste time',0
'end days one worst bigbudget action movies ive ever seen',0
'he surely know make coherent action movie screenwriter air force one obliged write script big sum money',0
'this one worst films ever seen',0
'im still trying get bad was',0
'this movie possibly one creative works horror ever',1
'it everything could want suspense drama comedy confusing subplots native americans brain eating if looking beall endall brainsucking movies look further',1
' with great sound effects impressive special effects i cant recommend movie enough',1
'call nut i think one best movies ever',1
'great character actors telly savalas peter boyle',1
'1 hour 54 minutes sheer tedium melodrama horrible acting mess script sinking feeling good lord what were they thinking',0
'lots holes script',0
'its like bad two hour tv movie',0
'now imagine every single one decisions made wrong',0
'the dialogue atrocious',0
'the acting beyond abysmal',0
'everything stinks',0
'trouble is writing directing make impossible establish things make movie watchable like character story theme on',0
'worse theres incredibly weak subplot thrown follows little band latterday mansonites go reporter whos working story anniversary killings',0
'its dumb pointless complete waste time',0
'in short bother movie',0
'i spoil it ending pretty amazing',1
'the best scene movie end i spoil it',1
'if ever indication writer directors ability meld two highly volatile temperaments seamless union creativity it',1
'the result powerhouse achievement made timely perhaps cultures disturbing fascination celebrity distorted interpretations fame',1
'a film easily forgotten',1
'but kevin spacey excellent verbal tsunami buddy ackerman � totally believable great actor',1
'the scripting subtle comedy unmatched movie recent years',1
'the characters interesting even bit predictable',1
'highly recommended ages although younger set probably appreciate subtle references certainly appreciate one galley scene particular',1
'great movie',1
'also story acting weak',0
'at around 4 pm i bought it around 8pm i started watch around 815pm i fast forwarded remaining film see anything left watchable human brain wasnt',0
'either way sucks',0
'the script horrendously stupid',0
'the story starts fast absolutely suspense buildup slightest',0
'everything captain howdy says either laughable plain stupid',0
'what hell kind crap that',0
'then theres plot holes',0
'you could drive semi truck holes',0
'linda cardellini thing good film',1
'shes poised amazing',1
'dee snider plain sucks',0
'he cant act one least scary villains i ever seen cant write did write damn movie sleep',0
'i bored throughout whole damn thing',0
'the acting sucks music sucks script sucks pacing sucks special fx suck directing sucks basically movie sucks',0
'this film tries serious sophisticated thrillerhorror flick fails miserably',0
'this probably one least effective utterly unoriginal films i ever seen entire life',0
'a piece cinematic garbage captured celluloid',0
'avoid costs',0
'at rate film stinks funny fulci stayed giallo supernatural zombie movies',0
'avoid film costs',0
'i know happened season five mess',0
'the consistent thread holding series together amazing performances leni parker anita laselva two taelons quiet idealogical conflict',0
'now movie i really dislike',0
'its one boring horror movies 90s mainly starts slow centers boring atmosphere',0
'the puppets look really cheesy  good way like puppet master 80s flicks',0
'the story lame interesting never really explains sinister origins puppets',0
'there death scenes like previous movies fx terrible',0
'i felt asleep first time i watched it i recommend insomniacs',0
'the fact is film wonderful heartwarming tale two people chasing dreams',1
'the best part nurse betty unpredictability',1
'director neil labute uses brutal violence seperate dreams reality along touching drama hilarious comedy never tell going happen next',1
'otherwise even waste time this',0
'this one fails create real suspense',0
'as killer expect anything original even remotely frightening',0
'there is however pretty good acting at least type film',1
'im sorry i really cant recommend anyone',0
'one boringpointless movies i ever seen',0
'the secondary plot line incomprehensible relation primary plot line mystifying',0
'hated it',0
'this one worst sandra bullock movie since speed 2 but quite bad',0
'i understand garbage got shelves movie store even real movie',0
'i highly doubt anyone could ever like trash',0
'this moviemaking',0
'the acting like watching wooden puppets moving around reading book thats bad is',0
'so i warn youdo not rent this movie dumbest thing never seen',0
'i saw short film hbo day absolutely loved it',1
'i realize wonderful short really last two scenes',1
'excellent short film',1
'hopefully director james cox turn short feature length film cast win us whole new film',1
'i agree jessica movie pretty bad',0
'characters onedimensional even good guys especially bad guys',0
'the story line totally predictable',0
'not much dialogue much music whole film shot elaborately aesthetically like sculpture',1
'ive seen soap operas intelligent movie',0
'bad characters bad story bad acting',0
'really awful',0
'not easy watch',0
'funny clever hip  like prays previous film hype',1
'it long time see charismatic actor screen',1
'paolo sorrentino written wonderful story loneliness tony built one unforgettable characters seen movies recent years',1
'the movie completely perfect titta di girolamo stay long time vision movie',1
'i rate movie 910',1
'i know emilio estevezs directorial debut pacing interplay development characters well clever camera work surrounding character estevez plays suggest natural eye',1
'the interplay martin emilio contains wonderful chemistry saw wall street martin charlie',1
'kathy bates wonderful characters subtle desperation escapism variation character at play in the fields of the lord',1
'for readers already seen one miyazakis films still top form made another worthwhile experience',1
'it never condescends characters good genuine hearts believable problems',1
'the two main characters may two believable children i ever saw put screen',1
'they easy love even easy identify with',1
'this movie greatespecially enjoy visual arts',1
'the scenery two daughters paint photograph beautiful',1
'the story also funny poignant times',1
'people like european films art movies like movie',1
'this truly art movieit actually lot art it',1
'go rent it',1
'however finally watching film i realized i closed mind brilliance depicts i also found watching again',1
'its one movie never ceases interest me simply keeps alert i try attempt decipher meanings',1
'brilliance indeed',1
'but liked movies like the matrix and better yet sequels i think appreciate thought provoking mindblowing experience film give you',1
'think film like dream',1
'simply beautiful',1
'both rickman stowe play roles hilt tale childrens book writer who maybe written subversive tract',1
'its gloriously fun fast paced fairly accurate portrayal night raver',1
'it presents idyllic yet serious portrayal ups downs characters lives',1
'just whatever do avoid groove antithesis good human traffic',0
'its bad everyone else involved share crowes level dedication quality did wed far better film hands subpar mess',0
'the movie seemed little slow first',0
'but picked speed got right point',1
'it showed exactly government scientist argued humanity reasons gadget',1
'i enjoyed it',1
'i recommended friends',1
'i particularly pleased acting ability dwight schultz',1
'both actors truly understand become particular character delivering convincing sincere performance',1
'their onscreen chemistry critical entire film genuine',1
'the films dialogue natural real life',1
'the writer gorman bechard undoubtedly homework references industry characterage appropriate',1
'the incredible soundtrack truly captures essence film',1
'each track commands sentiment actually contributing scenes characters',1
'definitely worth seeing� sort thought provoking film forces question threshold loneliness',1
'hayao miyazakis latest eighth film studio ghibili gake no ue no ponyo ponyo cliff sea wonderfully fun imaginative look childhood',1
'at time seems film animation dominated disneypixars cgi masterpieces refreshing comforting know miyazaki still relying traditional handdrawn animation tell charming enchanting stories',1
'enough said remarkable animation film',1
'the art style appearance crayonpencil drawings wonderfully colorful fanciful',1
'if act film glad gonna drift away earth far possible',0
'this one wants surf small wave space movies 1998 deep impact armageddon one fails everywhere',0
'if choked vomit end by cheap drama worthless dialogue must bored death waste time',0
'still makes super ending depicts great sea vessel taken mighty frost',1
'just consider excellent story solid acting look film added bonuses',1
'instead got bore fest whiny spoiled brat babysitting',0
'then i watched two sundays ago march 20th 2005 i began really enjoy time i taped entire thing',1
'it well acted done tv movie',1
'judith light one favorite actresses i think superb job film',1
'i keep watching over',1
'its sad movie good',1
'if seen movie i definitely recommend it',1
'she lovely usual cutie',1
'still quite interesting entertaining follow',1
' recommend confidence',1
'this movie wellbalanced comedy drama i thoroughly enjoyed myself',1
'it riot see hugo weaving play sexobsessed gay real estate salesman uses clients houses trysts flaming darren tom hollander',1
' anyway plot flowed smoothly malebonding scenes hoot',1
'the opening sequence gem classic cat n mouse games follow delight watch',1
'fans genre heaven',1
'lange become great actress',1
'it looked like wonderful story',1
'i never walked movie faster',0
'i got bored watching jessice lange take clothes off',0
'unfortunately virtue films production work lost regrettable script',0
'in word embarrassing',0
'exceptionally bad',0
'all insult ones intelligence huge waste money',0
'wow loved place',1
'crust good',0
'not tasty texture nasty',0
'stopped late may bank holiday rick steve recommendation loved it',1
'the selection menu great prices',1
'now i getting angry i want damn pho',0
'honeslty taste that fresh',0
'the potatoes like rubber could tell made ahead time kept warmer',0
'the fries great too',1
'a great touch',1
'service prompt',1
'would go back',0
'the cashier care ever i say still ended wayyy overpriced',0
'i tried cape cod ravoli chickenwith cranberrymmmm',1
'i disgusted i pretty sure human hair',0
'i shocked signs indicate cash only',0
'highly recommended',1
'waitress little slow service',0
'this place worth time let alone vegas',0
'like all',0
'the burrittos blah',0
'the food amazing',1
'service also cute',1
'i could care less the interior beautiful',1
'so performed',1
'thats rightthe red velvet cakeohhh stuff good',1
' they never brought salad asked for',0
'this hole wall great mexican street tacos friendly staff',1
'took hour get food 4 tables restaurant food luke warm our sever running around like totally overwhelmed',0
'the worst salmon sashimi',0
'also combos like burger fries beer 23 decent deal',1
'this like final blow',0
'i found place accident i could happier',1
'seems like good quick place grab bite familiar pub food favor look elsewhere',0
'overall i like place lot',1
'the redeeming quality restaurant inexpensive',1
'ample portions good prices',1
'poor service waiter made feel like i stupid every time came table',0
'my first visit hiro delight',1
'service sucks',0
'the shrimp tender moist',1
'there deal good enough would drag establishment again',0
'hard judge whether sides good grossed melted styrofoam want eat fear getting sick',0
'on positive note server attentive provided great service',1
'frozen pucks disgust worst people behind register',0
'the thing i like prime rib dessert section',1
'its bad food damn generic',0
'the burger good beef cooked right',1
'if want sandwich go firehouse',1
'my side greek salad greek dressing tasty pita hummus refreshing',1
'we ordered duck rare pink tender inside nice char outside',1
'he came running us realized husband left sunglasses table',1
'their chow mein good',1
'they horrible attitudes towards customers talk one customers enjoy food',0
'the portion huge',1
'loved itfriendly servers great food wonderful imaginative menu',1
'the heart attack grill downtown vegas absolutely flatlined excuse restaurant',0
'not much seafood like 5 strings pasta bottom',0
'the salad right amount sauce power scallop perfectly cooked',1
'the ripped banana ripped petrified tasteless',0
'at least think refill water i struggle wave 10 minutes',0
'this place receives stars appetizers',1
'the cocktails handmade delicious',1
'wed definitely go back again',1
'we glad found place',1
'great food service huge portions give military discount',1
'always great time dos gringos',1
'updatewent back second time still amazing',1
'we got food apparently never heard salt batter fish chewy',0
'a great way finish great',1
'the deal included 5 tastings 2 drinks jeff went beyond expected',1
' really really good rice time',1
'the service meh',0
'it took 30 min get milkshake nothing chocolate milk',0
'i guess i known place would suck inside excalibur i use common sense',0
'the scallop dish quite appalling value well',0
'2 times  very bad customer service ',0
'the sweet potato fries good seasoned well',1
'today second time ive lunch buffet pretty good',1
'there much good food vegas i feel cheated wasting eating opportunity going rice company',0
'coming like experiencing underwhelming relationship parties cant wait person ask break up',0
'walked place smelled like old grease trap 2 others eating',0
'the turkey roast beef bland',0
'this place it',1
'the pan cakes everyone raving taste like sugary disaster tailored palate six year old',0
'i love pho spring rolls oh yummy try',1
'the poor batter meat ratio made chicken tenders unsatisfying',0
'all i say food amazing',1
'omelets die for',1
'everything fresh delicious',1
'in summary largely disappointing dining experience',0
'its like really sexy party mouth outrageously flirting hottest person party',1
'never hard rock casino before will never ever step forward in it again',0
'best breakfast buffet',1
'say bye bye tip lady',0
'well never go again',0
'will back again',1
'food arrived quickly',1
'it good',0
'on side cafe serves really good food',1
'our server fantastic found wife loves roasted garlic bone marrow added extra meal another marrow go',1
'the good thing waiter helpful kept bloddy marys coming',1
'best buffet town price cannot beat it',1
'i loved mussels cooked wine reduction duck tender potato dishes delicious',1
'this one better buffets i to',1
'so went tigerlilly fantastic afternoon',1
'the food delicious bartender attentive personable and got great deal',1
'the ambience wonderful music playing',1
'will go back next trip out',1
'sooooo good',1
'real sushi lovers lets honest  yama good',0
'at least 40min passed us ordering food arriving busy',0
'this really fantastic thai restaurant definitely worth visit',1
'nice spicy tender',1
'good prices',1
'check out',1
'it pretty gross',0
'ive better atmosphere',0
'kind hard mess steak did',0
'although i much liked look sound place actual experience bit disappointing',0
'i know place managed served blandest food i ever eaten preparing indian cuisine',0
'worst service boot least worries',0
'service fine waitress friendly',1
'the guys steaks steak loving son steak best worst places said best steak hes ever eaten',1
'we thought venture away get good sushi place really hit spot night',1
'host staff were lack better word bitches',0
'bland not liking place number reasons i want waste time bad reviewing ill leave that',0
'phenomenal food service ambiance',1
'i return',0
'definitely worth venturing strip pork belly return next time im vegas',1
'this place way overpriced mediocre food',0
'penne vodka excellent',1
'they good selection food including massive meatloaf sandwich crispy chicken wrap delish tuna melt tasty burgers',1
'the management rude',0
'delicious nyc bagels good selections cream cheese real lox capers even',1
'great subway fact good come every subway meet expectations',1
'i seriously solid breakfast here',1
'this one best bars food vegas',1
'he extremely rude really many restaurants i would love dine weekend vegas',0
'my drink never empty made really great menu suggestions',1
'dont it',0
'the waiter helpful friendly rarely checked us',0
'my husband i ate lunch disappointed food service',0
'and red curry much bamboo shoots tasty me',0
'nice blanket moz top feel like done cover subpar food',1
'the bathrooms clean place well decorated',1
'the menu always changing food quality going  service extremely slow',0
'the service little slow  considering served 3 people servers food coming slow pace',0
'i give 2 thumbs',0
'we watched waiter pay lot attention tables ignore us',0
'my fianc� i came middle day greeted seated right away',1
'this great restaurant mandalay bay',1
'we waited forty five minutes vain',0
'crostini came salad stale',0
'some highlights  great quality nigiri here',1
'staff friendly joint always clean',1
'different cut piece day still wonderful tender well well flavored',1
'i ordered voodoo pasta first time id really excellent pasta since going gluten free several years ago',1
'place good',1
'unfortunately must hit bakery leftover day everything ordered stale',0
'i came back today since relocated still impressed',0
'i seated immediately',1
'their menu diverse reasonably priced',1
'avoid cost',0
'restaurant always full never wait',1
'delicious',1
'this place handsdown one best places eat phoenix metro area',1
'so go looking good food',0
'ive never treated bad',0
'bacon hella salty',1
'we also ordered spinach avocado salad ingredients sad dressing literally zero taste',0
'this really vegas fine dining used be right menus handed ladies prices listed',1
'the waitresses friendly',1
'lordy khao soi dish missed curry lovers',1
'everything menu terrific also thrilled made amazing accommodations vegetarian daughter',1
'perhaps i caught night judging reviews im inspired go back',0
'the service leaves lot desired',0
'the atmosphere modern hip maintaining touch coziness',1
'not weekly haunt definitely place come back every while',1
'we literally sat 20 minutes one asking take order',0
'the burger absolutely flavor  meat totally bland burger overcooked charcoal flavor',0
'i also decided send back waitress looked like verge heart attack',0
'i dressed treated rudely',0
'it probably dirt',0
'love place hits spot i want something healthy lacking quantity flavor',1
'i ordered lemon raspberry ice cocktail also incredible',1
'the food sucked expected sucked could imagined',0
'interesting decor',1
'what i really like crepe station',1
'also served hot bread butter home made potato chips bacon bits topvery original good',1
'watch preparing delicious food',1
'both egg rolls fantastic',1
'when order arrived one gyros missing',0
'i salad wings ice cream dessert left feeling quite satisfied',1
'im really sure joeys voted best hot dog valley readers phoenix magazine',0
'the best place go tasty bowl pho',1
'the live music fridays totally blows',0
'ive never insulted felt disrespected',0
'very friendly staff',1
'it worth drive',1
'i heard good things place exceeding every hope i could dreamed of',1
'food great serivce',1
'the warm beer help',0
'great brunch spot',1
'service friendly inviting',1
'very good lunch spot',1
'ive lived since 1979 first and last time ive stepped foot place',0
'the worst experience ever',0
'must night place',0
'the sides delish  mixed mushrooms yukon gold puree white corn  beateous',1
'if bug never showed i would given 4 sure side wall bug climbing kitchen',0
'for 10 minutes were waiting salad realized coming time soon',0
'my friend loved salmon tartar',1
'wont go back',0
'extremely tasty',1
'waitress good though',1
'soggy good',0
'the jamaican mojitos delicious',1
'which small worth price',0
' food rich order accordingly',1
'the shower area outside rinse take full shower unless mind nude everyone see',0
'the service bit lacking',0
'lobster bisque bussell sprouts risotto filet all needed salt pepperand course none tables',0
'hopefully bodes going business someone cook come in',0
'it either cold enough flavor bad',0
'i loved bacon wrapped dates',1
'this unbelievable bargain',1
'the folks otto always make us feel welcome special',1
'as mains also uninspired',0
'this place i first pho amazing',1
'this wonderful experience made place muststop whenever town again',1
'if food bad enough you enjoy dealing worlds worstannoying drunk people',0
'very fun chef',1
'ordered double cheeseburger  got single patty falling apart picture uploaded yeah still sucks',0
'great place couple drinks watch sporting events walls covered tvs',1
'if possible give zero stars theyd it',0
'the descriptions said yum yum sauce another said eel sauce yet another said spicy mayowell none rolls sauces them',0
'id say would hardest decision honestly ms dishes taste supposed taste amazing',1
'if rolled eyes may stayed not sure go back try again',0
'everyone attentive providing excellent customer service',1
'horrible  waste time money',0
'now dish quite flavourful',1
'by time side restaurant almost empty excuse',0
'it busy either also building freezing cold',0
'like reviewer said you pay eat place again',0
'drinks took close 30 minutes come one point',0
'seriously flavorful delights folks',1
'much better ayce sushi place i went vegas',1
'the lighting dark enough set mood',1
'based subpar service i received effort show gratitude business i going back',0
'owners really great people',1
'there nothing privileged workingeating there',0
'the greek dressing creamy flavorful',1
'overall i think i would take parents place made similar complaints i silently felt too',0
'now pizza good peanut sauce tasty',1
'we 7 table service pretty fast',1
'fantastic service here',1
'i well wouldve given godfathers zero stars possible',0
'they know make here',1
'tough short flavor',0
'i hope place sticks around',1
'i bars vegas ever recall charged tap water',0
'the restaurant atmosphere exquisite',1
'good service clean inexpensive boot',1
'the seafood fresh generous portion',1
'plus 8 bucks',1
'the service par either',0
'thus far visited twice food absolutely delicious time',1
'just good i year ago',1
'for self proclaimed coffee cafe i wildly disappointed',0
'the veggitarian platter world',1
'you cant go wrong food here',1
'you cant beat that',1
'stopped place madison ironman friendly kind staff',1
'the chefs friendly good job',1
'ive better dedicated boba tea spots even jenni pho',0
'i liked patio service outstanding',1
'the goat taco skimp meat wow flavor',1
'i think',0
'i mac salad pretty bland i getting again',0
'i went bachi burger friends recommendation disappointed',1
'service stinks here',0
'i waited waited',0
'this place quality sushi quality restaurant',0
'i would definitely recommend wings well pizza',1
'great pizza salads',1
